mode,map,team,player,kills,deaths,hill time,damage,first blood,major  ,type,opponent,score,map number,W/L,rounds,,series k/d,hardpoint k/d,search & destroy k/d,control k/d,total kills,total deaths,all hardpoint k/d,all search & destroy k/d,all control k/d,overall k/d
Hardpoint,Red Card,Boston Breach,Snoopy,29,31,73,3200,,Major 1,Online,Miami heretics,205-250,4,L,,,0.94,0.94,,,628,595,1.12,1.14,0.84,1.06
Search & Destroy,Skyline,Miami heretics,Lucky,7,8,,994,1,Major 1,Online,Boston Breach,2-6,5,L,8,,1.05,,0.88,,521,564,0.89,0.89,1.04,0.92
Search & Destroy,Skyline,Miami heretics,MettalZ,3,8,,800,2,Major 1,Online,Boston Breach,2-6,5,L,8,,0.98,,0.38,,557,595,0.92,0.80,1.05,0.94
Search & Destroy,Skyline,Miami heretics,Reeal,6,6,,847,0,Major 1,Online,Boston Breach,2-6,5,L,8,,1.00,,1.00,,591,564,1.05,1.07,1.02,1.05
Search & Destroy,Skyline,Miami heretics,Renkor,8,7,,1013,0,Major 1,Online,Boston Breach,2-6,5,L,8,,1.12,,1.14,,587,584,1.05,0.92,0.95,1.01
Search & Destroy,Skyline,Boston Breach,Cammy,7,5,,951,0,Major 1,Online,Miami heretics,6-2,5,W,8,,0.80,,1.40,,538,560,1.01,0.80,0.92,0.96
Search & Destroy,Skyline,Boston Breach,Owakening,7,5,,1045,0,Major 1,Online,Miami heretics,6-2,5,W,8,,1.19,,1.40,,537,553,0.98,0.91,0.98,0.97
Search & Destroy,Skyline,Boston Breach,Purj,7,7,,916,3,Major 1,Online,Miami heretics,6-2,5,W,8,,0.97,,1.00,,596,613,1.00,1.06,0.86,0.97
Search & Destroy,Skyline,Boston Breach,Snoopy,8,7,,749,2,Major 1,Online,Miami heretics,6-2,5,W,8,,0.94,,1.14,,628,595,1.12,1.14,0.84,1.06
Hardpoint,Protocol,Cloud9 New York,Attach,27,27,60,3012,,Major 1,Online,Minnesota Rokkr,250-227,1,W,,,0.99,1.00,,,467,546,0.80,1.03,0.90,0.86
Hardpoint,Protocol,Cloud9 New York,Kremp,33,31,56,4001,,Major 1,Online,Minnesota Rokkr,250-227,1,W,,,1.05,1.06,,,535,552,0.97,1.00,0.95,0.97
Hardpoint,Protocol,Cloud9 New York,Mack,37,27,79,4080,,Major 1,Online,Minnesota Rokkr,250-227,1,W,,,1.16,1.37,,,554,560,1.06,1.00,0.85,0.99
Hardpoint,Protocol,Cloud9 New York,Sib,22,29,77,3153,,Major 1,Online,Minnesota Rokkr,250-227,1,W,,,0.75,0.76,,,467,564,0.81,0.88,0.85,0.83
Hardpoint,Protocol,Minnesota Rokkr,Estreal,40,28,72,4330,,Major 1,Online,Cloud9 New York,227-250,1,L,,,1.13,1.43,,,632,623,0.97,1.24,1.03,1.01
Hardpoint,Protocol,Minnesota Rokkr,Gio,33,27,78,3334,,Major 1,Online,Cloud9 New York,227-250,1,L,,,0.99,1.22,,,604,612,1.02,0.94,0.93,0.99
Hardpoint,Protocol,Minnesota Rokkr,Nero,28,32,67,3478,,Major 1,Online,Cloud9 New York,227-250,1,L,,,1.16,0.88,,,663,693,0.98,0.86,0.94,0.96
Hardpoint,Protocol,Minnesota Rokkr,Paulehx,13,32,51,2694,,Major 1,Online,Cloud9 New York,227-250,1,L,,,0.80,0.41,,,534,645,0.80,0.79,0.91,0.83
Search & Destroy,Skyline,Cloud9 New York,Attach,11,5,,1258,1,Major 1,Online,Minnesota Rokkr,6-5,2,W,11,,0.99,,2.20,,467,546,0.80,1.03,0.90,0.86
Search & Destroy,Skyline,Cloud9 New York,Kremp,9,6,,996,4,Major 1,Online,Minnesota Rokkr,6-5,2,W,11,,1.05,,1.50,,535,552,0.97,1.00,0.95,0.97
Search & Destroy,Skyline,Cloud9 New York,Mack,6,9,,1093,0,Major 1,Online,Minnesota Rokkr,6-5,2,W,11,,1.16,,0.67,,554,560,1.06,1.00,0.85,0.99
Search & Destroy,Skyline,Cloud9 New York,Sib,9,9,,1270,2,Major 1,Online,Minnesota Rokkr,6-5,2,W,11,,0.75,,1.00,,467,564,0.81,0.88,0.85,0.83
Search & Destroy,Skyline,Minnesota Rokkr,Estreal,9,8,,831,1,Major 1,Online,Cloud9 New York,5-6,2,L,11,,1.13,,1.13,,632,623,0.97,1.24,1.03,1.01
Search & Destroy,Skyline,Minnesota Rokkr,Gio,6,10,,1159,2,Major 1,Online,Cloud9 New York,5-6,2,L,11,,0.99,,0.60,,604,612,1.02,0.94,0.93,0.99
Search & Destroy,Skyline,Minnesota Rokkr,Nero,9,8,,993,1,Major 1,Online,Cloud9 New York,5-6,2,L,11,,1.16,,1.13,,663,693,0.98,0.86,0.94,0.96
Search & Destroy,Skyline,Minnesota Rokkr,Paulehx,5,9,,967,0,Major 1,Online,Cloud9 New York,5-6,2,L,11,,0.80,,0.56,,534,645,0.80,0.79,0.91,0.83
Control,Vault,Cloud9 New York,Attach,6,16,,1286,,Major 1,Online,Minnesota Rokkr,0-3,3,L,3,,0.99,,,0.38,467,546,0.80,1.03,0.90,0.86
Control,Vault,Cloud9 New York,Kremp,12,17,,1338,,Major 1,Online,Minnesota Rokkr,0-3,3,L,3,,1.05,,,0.71,535,552,0.97,1.00,0.95,0.97
Control,Vault,Cloud9 New York,Mack,15,18,,1667,,Major 1,Online,Minnesota Rokkr,0-3,3,L,3,,1.16,,,0.83,554,560,1.06,1.00,0.85,0.99
Control,Vault,Cloud9 New York,Sib,8,18,,1612,,Major 1,Online,Minnesota Rokkr,0-3,3,L,3,,0.75,,,0.44,467,564,0.81,0.88,0.85,0.83
Control,Vault,Minnesota Rokkr,Estreal,11,12,,1538,,Major 1,Online,Cloud9 New York,3-0,3,W,3,,1.13,,,0.92,632,623,0.97,1.24,1.03,1.01
Control,Vault,Minnesota Rokkr,Gio,15,10,,1990,,Major 1,Online,Cloud9 New York,3-0,3,W,3,,0.99,,,1.50,604,612,1.02,0.94,0.93,0.99
Control,Vault,Minnesota Rokkr,Nero,24,8,,2521,,Major 1,Online,Cloud9 New York,3-0,3,W,3,,1.16,,,3.00,663,693,0.98,0.86,0.94,0.96
Control,Vault,Minnesota Rokkr,Paulehx,19,11,,2063,,Major 1,Online,Cloud9 New York,3-0,3,W,3,,0.80,,,1.73,534,645,0.80,0.79,0.91,0.83
Hardpoint,Skyline,Cloud9 New York,Attach,23,20,65,3029,,Major 1,Online,Minnesota Rokkr,250-109,4,W,,,0.99,1.15,,,467,546,0.80,1.03,0.90,0.86
Hardpoint,Skyline,Cloud9 New York,Kremp,23,19,72,2406,,Major 1,Online,Minnesota Rokkr,250-109,4,W,,,1.05,1.21,,,535,552,0.97,1.00,0.95,0.97
Hardpoint,Skyline,Cloud9 New York,Mack,27,19,111,2940,,Major 1,Online,Minnesota Rokkr,250-109,4,W,,,1.16,1.42,,,554,560,1.06,1.00,0.85,0.99
Hardpoint,Skyline,Cloud9 New York,Sib,22,25,45,3386,,Major 1,Online,Minnesota Rokkr,250-109,4,W,,,0.75,0.88,,,467,564,0.81,0.88,0.85,0.83
Hardpoint,Skyline,Minnesota Rokkr,Estreal,18,21,70,2807,,Major 1,Online,Cloud9 New York,109-250,4,L,,,1.13,0.86,,,632,623,0.97,1.24,1.03,1.01
Hardpoint,Skyline,Minnesota Rokkr,Gio,18,26,17,2751,,Major 1,Online,Cloud9 New York,109-250,4,L,,,0.99,0.69,,,604,612,1.02,0.94,0.93,0.99
Hardpoint,Skyline,Minnesota Rokkr,Nero,24,25,19,2680,,Major 1,Online,Cloud9 New York,109-250,4,L,,,1.16,0.96,,,663,693,0.98,0.86,0.94,0.96
Hardpoint,Skyline,Minnesota Rokkr,Paulehx,23,23,10,2903,,Major 1,Online,Cloud9 New York,109-250,4,L,,,0.80,1.00,,,534,645,0.80,0.79,0.91,0.83
Hardpoint,Rewind,Los Angeles Thieves,Envoy,27,23,78,3467,,Major 1,Online,LA Guerillas M8,250-241,1,W,,,0.89,1.17,,,589,590,0.99,0.97,1.02,1.00
Hardpoint,Rewind,Los Angeles Thieves,Ghosty,18,24,135,2604,,Major 1,Online,LA Guerillas M8,250-241,1,W,,,0.95,0.75,,,578,562,1.01,0.94,1.12,1.03
Hardpoint,Rewind,Los Angeles Thieves,hydra,25,22,41,2885,,Major 1,Online,LA Guerillas M8,250-241,1,W,,,1.10,1.14,,,659,607,1.17,0.73,1.08,1.09
Hardpoint,Rewind,Los Angeles Thieves,Scrap,28,24,41,3580,,Major 1,Online,LA Guerillas M8,250-241,1,W,,,1.22,1.17,,,640,565,1.08,1.41,1.15,1.13
Hardpoint,Rewind,LA Guerillas M8,Kismet,25,26,68,3117,,Major 1,Online,Los Angeles Thieves,241-250,1,L,,,1.10,0.96,,,619,576,0.99,1.03,1.27,1.07
Hardpoint,Rewind,LA Guerillas M8,Lynz,27,24,37,3524,,Major 1,Online,Los Angeles Thieves,241-250,1,L,,,1.09,1.13,,,605,577,1.07,1.00,1.02,1.05
Hardpoint,Rewind,LA Guerillas M8,priestahh,18,24,111,2258,,Major 1,Online,Los Angeles Thieves,241-250,1,L,,,0.77,0.75,,,520,538,0.99,0.83,0.96,0.97
Hardpoint,Rewind,LA Guerillas M8,Skyz,23,24,69,3500,,Major 1,Online,Los Angeles Thieves,241-250,1,L,,,0.88,0.96,,,514,518,0.97,0.91,1.06,0.99
Search & Destroy,Skyline,Los Angeles Thieves,Envoy,6,7,,718,2,Major 1,Online,LA Guerillas M8,6-3,2,W,9,,0.89,,0.86,,589,590,0.99,0.97,1.02,1.00
Search & Destroy,Skyline,Los Angeles Thieves,Ghosty,9,5,,976,1,Major 1,Online,LA Guerillas M8,6-3,2,W,9,,0.95,,1.80,,578,562,1.01,0.94,1.12,1.03
Search & Destroy,Skyline,Los Angeles Thieves,hydra,7,6,,976,1,Major 1,Online,LA Guerillas M8,6-3,2,W,9,,1.10,,1.17,,659,607,1.17,0.73,1.08,1.09
Search & Destroy,Skyline,Los Angeles Thieves,Scrap,6,5,,1370,0,Major 1,Online,LA Guerillas M8,6-3,2,W,9,,1.22,,1.20,,640,565,1.08,1.41,1.15,1.13
Search & Destroy,Skyline,LA Guerillas M8,Kismet,9,7,,808,3,Major 1,Online,Los Angeles Thieves,3-6,2,L,9,,1.10,,1.29,,619,576,0.99,1.03,1.27,1.07
Search & Destroy,Skyline,LA Guerillas M8,Lynz,5,7,,787,0,Major 1,Online,Los Angeles Thieves,3-6,2,L,9,,1.09,,0.71,,605,577,1.07,1.00,1.02,1.05
Search & Destroy,Skyline,LA Guerillas M8,priestahh,4,9,,734,2,Major 1,Online,Los Angeles Thieves,3-6,2,L,9,,0.77,,0.44,,520,538,0.99,0.83,0.96,0.97
Search & Destroy,Skyline,LA Guerillas M8,Skyz,5,5,,686,0,Major 1,Online,Los Angeles Thieves,3-6,2,L,9,,0.88,,1.00,,514,518,0.97,0.91,1.06,0.99
Control,Vault,Los Angeles Thieves,Envoy,25,25,,2813,,Major 1,Online,LA Guerillas M8,1-3,3,L,4,,0.89,,,1.00,589,590,0.99,0.97,1.02,1.00
Control,Vault,Los Angeles Thieves,Ghosty,20,24,,2678,,Major 1,Online,LA Guerillas M8,1-3,3,L,4,,0.95,,,0.83,578,562,1.01,0.94,1.12,1.03
Control,Vault,Los Angeles Thieves,hydra,28,26,,2587,,Major 1,Online,LA Guerillas M8,1-3,3,L,4,,1.10,,,1.08,659,607,1.17,0.73,1.08,1.09
Control,Vault,Los Angeles Thieves,Scrap,24,28,,3165,,Major 1,Online,LA Guerillas M8,1-3,3,L,4,,1.22,,,0.86,640,565,1.08,1.41,1.15,1.13
Control,Vault,LA Guerillas M8,Kismet,34,21,,2938,,Major 1,Online,Los Angeles Thieves,3-1,3,W,4,,1.10,,,1.62,619,576,0.99,1.03,1.27,1.07
Control,Vault,LA Guerillas M8,Lynz,22,25,,2484,,Major 1,Online,Los Angeles Thieves,3-1,3,W,4,,1.09,,,0.88,605,577,1.07,1.00,1.02,1.05
Control,Vault,LA Guerillas M8,priestahh,25,28,,2565,,Major 1,Online,Los Angeles Thieves,3-1,3,W,4,,0.77,,,0.89,520,538,0.99,0.83,0.96,0.97
Control,Vault,LA Guerillas M8,Skyz,22,23,,2618,,Major 1,Online,Los Angeles Thieves,3-1,3,W,4,,0.88,,,0.96,514,518,0.97,0.91,1.06,0.99
Hardpoint,Skyline,Los Angeles Thieves,Envoy,18,30,129,2626,,Major 1,Online,LA Guerillas M8,250-249,4,W,,,0.89,0.60,,,589,590,0.99,0.97,1.02,1.00
Hardpoint,Skyline,Los Angeles Thieves,Ghosty,33,31,60,4524,,Major 1,Online,LA Guerillas M8,250-249,4,W,,,0.95,1.06,,,578,562,1.01,0.94,1.12,1.03
Hardpoint,Skyline,Los Angeles Thieves,hydra,37,34,68,4194,,Major 1,Online,LA Guerillas M8,250-249,4,W,,,1.10,1.09,,,659,607,1.17,0.73,1.08,1.09
Hardpoint,Skyline,Los Angeles Thieves,Scrap,43,26,29,5511,,Major 1,Online,LA Guerillas M8,250-249,4,W,,,1.22,1.65,,,640,565,1.08,1.41,1.15,1.13
Hardpoint,Skyline,LA Guerillas M8,Kismet,31,36,98,3736,,Major 1,Online,Los Angeles Thieves,249-250,4,L,,,1.10,0.86,,,619,576,0.99,1.03,1.27,1.07
Hardpoint,Skyline,LA Guerillas M8,Lynz,42,32,37,4519,,Major 1,Online,Los Angeles Thieves,249-250,4,L,,,1.09,1.31,,,605,577,1.07,1.00,1.02,1.05
Hardpoint,Skyline,LA Guerillas M8,priestahh,24,31,79,3414,,Major 1,Online,Los Angeles Thieves,249-250,4,L,,,0.77,0.77,,,520,538,0.99,0.83,0.96,0.97
Hardpoint,Skyline,LA Guerillas M8,Skyz,24,32,65,3361,,Major 1,Online,Los Angeles Thieves,249-250,4,L,,,0.88,0.75,,,514,518,0.97,0.91,1.06,0.99
Hardpoint,Rewind,Boston Breach,Cammy,26,19,68,2830,,Major 1,Online,Vancouver Surge,250-165,1,W,,,1.05,1.37,,,538,560,1.01,0.80,0.92,0.96
Hardpoint,Rewind,Boston Breach,Owakening,25,21,83,3735,,Major 1,Online,Vancouver Surge,250-165,1,W,,,1.05,1.19,,,537,553,0.98,0.91,0.98,0.97
Hardpoint,Rewind,Boston Breach,Purj,29,26,43,3373,,Major 1,Online,Vancouver Surge,250-165,1,W,,,0.99,1.12,,,596,613,1.00,1.06,0.86,0.97
Hardpoint,Rewind,Boston Breach,Snoopy,33,23,96,3158,,Major 1,Online,Vancouver Surge,250-165,1,W,,,1.12,1.43,,,628,595,1.12,1.14,0.84,1.06
Hardpoint,Rewind,Vancouver Surge,04,26,28,32,2864,,Major 1,Online,Boston Breach,165-250,1,L,,,0.93,0.93,,,659,643,1.00,1.05,1.08,1.02
Hardpoint,Rewind,Vancouver Surge,Abuzah,20,27,59,2970,,Major 1,Online,Boston Breach,165-250,1,L,,,0.94,0.74,,,607,639,0.94,0.73,1.13,0.95
Hardpoint,Rewind,Vancouver Surge,Hicksy,19,30,62,2818,,Major 1,Online,Boston Breach,165-250,1,L,,,0.90,0.63,,,573,670,0.80,1.05,0.90,0.86
Hardpoint,Rewind,Vancouver Surge,Nastie,23,29,47,3428,,Major 1,Online,Boston Breach,165-250,1,L,,,1.00,0.79,,,600,610,0.96,1.09,1.00,0.98
Search & Destroy,Skyline,Boston Breach,Cammy,4,6,,828,1,Major 1,Online,Vancouver Surge,2-6,2,L,8,,1.05,,0.67,,538,560,1.01,0.80,0.92,0.96
Search & Destroy,Skyline,Boston Breach,Owakening,6,7,,868,0,Major 1,Online,Vancouver Surge,2-6,2,L,8,,1.05,,0.86,,537,553,0.98,0.91,0.98,0.97
Search & Destroy,Skyline,Boston Breach,Purj,8,7,,1154,1,Major 1,Online,Vancouver Surge,2-6,2,L,8,,0.99,,1.14,,596,613,1.00,1.06,0.86,0.97
Search & Destroy,Skyline,Boston Breach,Snoopy,2,7,,306,0,Major 1,Online,Vancouver Surge,2-6,2,L,8,,1.12,,0.29,,628,595,1.12,1.14,0.84,1.06
Search & Destroy,Skyline,Vancouver Surge,04,4,6,,739,3,Major 1,Online,Boston Breach,6-2,2,W,8,,0.93,,0.67,,659,643,1.00,1.05,1.08,1.02
Search & Destroy,Skyline,Vancouver Surge,Abuzah,6,4,,795,1,Major 1,Online,Boston Breach,6-2,2,W,8,,0.94,,1.50,,607,639,0.94,0.73,1.13,0.95
Search & Destroy,Skyline,Vancouver Surge,Hicksy,10,4,,967,1,Major 1,Online,Boston Breach,6-2,2,W,8,,0.90,,2.50,,573,670,0.80,1.05,0.90,0.86
Search & Destroy,Skyline,Vancouver Surge,Nastie,7,6,,807,1,Major 1,Online,Boston Breach,6-2,2,W,8,,1.00,,1.17,,600,610,0.96,1.09,1.00,0.98
Control,Vault,Boston Breach,Cammy,12,17,,1724,,Major 1,Online,Vancouver Surge,0-3,3,L,3,,1.05,,,0.71,538,560,1.01,0.80,0.92,0.96
Control,Vault,Boston Breach,Owakening,17,17,,2334,,Major 1,Online,Vancouver Surge,0-3,3,L,3,,1.05,,,1.00,537,553,0.98,0.91,0.98,0.97
Control,Vault,Boston Breach,Purj,12,20,,1706,,Major 1,Online,Vancouver Surge,0-3,3,L,3,,0.99,,,0.60,596,613,1.00,1.06,0.86,0.97
Control,Vault,Boston Breach,Snoopy,12,19,,1387,,Major 1,Online,Vancouver Surge,0-3,3,L,3,,1.12,,,0.63,628,595,1.12,1.14,0.84,1.06
Control,Vault,Vancouver Surge,04,18,14,,2264,,Major 1,Online,Boston Breach,3-0,3,W,3,,0.93,,,1.29,659,643,1.00,1.05,1.08,1.02
Control,Vault,Vancouver Surge,Abuzah,15,12,,2267,,Major 1,Online,Boston Breach,3-0,3,W,3,,0.94,,,1.25,607,639,0.94,0.73,1.13,0.95
Control,Vault,Vancouver Surge,Hicksy,22,14,,2303,,Major 1,Online,Boston Breach,3-0,3,W,3,,0.90,,,1.57,573,670,0.80,1.05,0.90,0.86
Control,Vault,Vancouver Surge,Nastie,18,13,,2328,,Major 1,Online,Boston Breach,3-0,3,W,3,,1.00,,,1.38,600,610,0.96,1.09,1.00,0.98
Hardpoint,Vault,Boston Breach,Cammy,29,26,53,3832,,Major 1,Online,Vancouver Surge,250-169,4,W,,,1.05,1.12,,,538,560,1.01,0.80,0.92,0.96
Hardpoint,Vault,Boston Breach,Owakening,26,27,59,3473,,Major 1,Online,Vancouver Surge,250-169,4,W,,,1.05,0.96,,,537,553,0.98,0.91,0.98,0.97
Hardpoint,Vault,Boston Breach,Purj,34,33,56,3457,,Major 1,Online,Vancouver Surge,250-169,4,W,,,0.99,1.03,,,596,613,1.00,1.06,0.86,0.97
Hardpoint,Vault,Boston Breach,Snoopy,38,25,111,3780,,Major 1,Online,Vancouver Surge,250-169,4,W,,,1.12,1.52,,,628,595,1.12,1.14,0.84,1.06
Hardpoint,Vault,Vancouver Surge,04,28,32,29,3299,,Major 1,Online,Boston Breach,169-250,4,L,,,0.93,0.88,,,659,643,1.00,1.05,1.08,1.02
Hardpoint,Vault,Vancouver Surge,Abuzah,32,31,64,4525,,Major 1,Online,Boston Breach,169-250,4,L,,,0.94,1.03,,,607,639,0.94,0.73,1.13,0.95
Hardpoint,Vault,Vancouver Surge,Hicksy,24,35,57,3188,,Major 1,Online,Boston Breach,169-250,4,L,,,0.90,0.69,,,573,670,0.80,1.05,0.90,0.86
Hardpoint,Vault,Vancouver Surge,Nastie,27,30,26,3749,,Major 1,Online,Boston Breach,169-250,4,L,,,1.00,0.90,,,600,610,0.96,1.09,1.00,0.98
Search & Destroy,Red Card,Boston Breach,Cammy,7,6,,1019,,Major 1,Online,Vancouver Surge,6-4,5,W,10,,1.05,,1.17,,538,560,1.01,0.80,0.92,0.96
Search & Destroy,Red Card,Boston Breach,Owakening,8,6,,1201,,Major 1,Online,Vancouver Surge,6-4,5,W,10,,1.05,,1.33,,537,553,0.98,0.91,0.98,0.97
Search & Destroy,Red Card,Boston Breach,Purj,9,7,,1169,,Major 1,Online,Vancouver Surge,6-4,5,W,10,,0.99,,1.29,,596,613,1.00,1.06,0.86,0.97
Search & Destroy,Red Card,Boston Breach,Snoopy,7,8,,874,,Major 1,Online,Vancouver Surge,6-4,5,W,10,,1.12,,0.88,,628,595,1.12,1.14,0.84,1.06
Search & Destroy,Red Card,Vancouver Surge,04,6,8,,806,,Major 1,Online,Boston Breach,4-6,5,L,10,,0.93,,0.75,,659,643,1.00,1.05,1.08,1.02
Search & Destroy,Red Card,Vancouver Surge,Abuzah,5,9,,1038,,Major 1,Online,Boston Breach,4-6,5,L,10,,0.94,,0.56,,607,639,0.94,0.73,1.13,0.95
Search & Destroy,Red Card,Vancouver Surge,Hicksy,7,8,,837,,Major 1,Online,Boston Breach,4-6,5,L,10,,0.90,,0.88,,573,670,0.80,1.05,0.90,0.86
Search & Destroy,Red Card,Vancouver Surge,Nastie,9,6,,1046,,Major 1,Online,Boston Breach,4-6,5,L,10,,1.00,,1.50,,600,610,0.96,1.09,1.00,0.98
Hardpoint,Protocol,Carolina Royal Ravens,Gwinn,25,15,107,2828,,Major 1,Online,Atlanta Faze,250-88,1,W,,,1.43,1.67,,,645,533,1.28,1.08,1.13,1.21
Hardpoint,Protocol,Carolina Royal Ravens,Slasher,17,19,63,2349,,Major 1,Online,Atlanta Faze,250-88,1,W,,,1.00,0.89,,,552,531,1.11,1.05,0.90,1.04
Hardpoint,Protocol,Carolina Royal Ravens,TJHaly,28,19,39,2580,,Major 1,Online,Atlanta Faze,250-88,1,W,,,1.38,1.47,,,599,562,1.01,1.19,1.14,1.07
Hardpoint,Protocol,Carolina Royal Ravens,Vivid,19,12,89,2616,,Major 1,Online,Atlanta Faze,250-88,1,W,,,1.04,1.58,,,530,557,1.03,0.65,0.94,0.95
Hardpoint,Protocol,Atlanta Faze,Abezy,16,24,26,2400,,Major 1,Online,Carolina Royal Ravens,88-250,1,L,,,0.70,0.67,,,531,526,1.00,1.07,1.00,1.01
Hardpoint,Protocol,Atlanta Faze,Cellium,15,21,26,2159,,Major 1,Online,Carolina Royal Ravens,88-250,1,L,,,0.90,0.71,,,532,463,1.12,1.28,1.15,1.15
Hardpoint,Protocol,Atlanta Faze,Drazah,15,25,2,2380,,Major 1,Online,Carolina Royal Ravens,88-250,1,L,,,0.68,0.60,,,520,525,1.09,0.75,0.90,0.99
Hardpoint,Protocol,Atlanta Faze,Simp,19,19,39,2078,,Major 1,Online,Carolina Royal Ravens,88-250,1,L,,,1.12,1.00,,,536,496,1.07,1.07,1.10,1.08
Search & Destroy,Protocol,Carolina Royal Ravens,Gwinn,10,5,,1096,1,Major 1,Online,Atlanta Faze,6-3,2,W,9,,1.43,,2.00,,645,533,1.28,1.08,1.13,1.21
Search & Destroy,Protocol,Carolina Royal Ravens,Slasher,10,7,,1439,2,Major 1,Online,Atlanta Faze,6-3,2,W,9,,1.00,,1.43,,552,531,1.11,1.05,0.90,1.04
Search & Destroy,Protocol,Carolina Royal Ravens,TJHaly,7,6,,790,1,Major 1,Online,Atlanta Faze,6-3,2,W,9,,1.38,,1.17,,599,562,1.01,1.19,1.14,1.07
Search & Destroy,Protocol,Carolina Royal Ravens,Vivid,4,6,,520,0,Major 1,Online,Atlanta Faze,6-3,2,W,9,,1.04,,0.67,,530,557,1.03,0.65,0.94,0.95
Search & Destroy,Protocol,Atlanta Faze,Abezy,4,9,,694,2,Major 1,Online,Carolina Royal Ravens,3-6,2,L,9,,0.70,,0.44,,531,526,1.00,1.07,1.00,1.01
Search & Destroy,Protocol,Atlanta Faze,Cellium,7,8,,1072,1,Major 1,Online,Carolina Royal Ravens,3-6,2,L,9,,0.90,,0.88,,532,463,1.12,1.28,1.15,1.15
Search & Destroy,Protocol,Atlanta Faze,Drazah,7,7,,1114,2,Major 1,Online,Carolina Royal Ravens,3-6,2,L,9,,0.68,,1.00,,520,525,1.09,0.75,0.90,0.99
Search & Destroy,Protocol,Atlanta Faze,Simp,6,7,,767,0,Major 1,Online,Carolina Royal Ravens,3-6,2,L,9,,1.12,,0.86,,536,496,1.07,1.07,1.10,1.08
Control,Vault,Carolina Royal Ravens,Gwinn,35,29,,3956,,Major 1,Online,Atlanta Faze,3-2,3,W,5,,1.43,,,1.21,645,533,1.28,1.08,1.13,1.21
Control,Vault,Carolina Royal Ravens,Slasher,26,27,,4727,,Major 1,Online,Atlanta Faze,3-2,3,W,5,,1.00,,,0.96,552,531,1.11,1.05,0.90,1.04
Control,Vault,Carolina Royal Ravens,TJHaly,38,28,,4767,,Major 1,Online,Atlanta Faze,3-2,3,W,5,,1.38,,,1.36,599,562,1.01,1.19,1.14,1.07
Control,Vault,Carolina Royal Ravens,Vivid,29,32,,3485,,Major 1,Online,Atlanta Faze,3-2,3,W,5,,1.04,,,0.91,530,557,1.03,0.65,0.94,0.95
Control,Vault,Atlanta Faze,Abezy,27,34,,3576,,Major 1,Online,Carolina Royal Ravens,2-3,3,L,5,,0.70,,,0.79,531,526,1.00,1.07,1.00,1.01
Control,Vault,Atlanta Faze,Cellium,30,29,,4153,,Major 1,Online,Carolina Royal Ravens,2-3,3,L,5,,0.90,,,1.03,532,463,1.12,1.28,1.15,1.15
Control,Vault,Atlanta Faze,Drazah,26,39,,3335,,Major 1,Online,Carolina Royal Ravens,2-3,3,L,5,,0.68,,,0.67,520,525,1.09,0.75,0.90,0.99
Control,Vault,Atlanta Faze,Simp,33,26,,3648,,Major 1,Online,Carolina Royal Ravens,2-3,3,L,5,,1.12,,,1.27,536,496,1.07,1.07,1.10,1.08
Hardpoint,Vault,Optic Texas,Dashy,41,30,116,5641,,Major 1,Online,LA Guerillas M8,250-221,1,W,,,1.16,1.37,,,621,557,1.12,1.21,1.07,1.11
Hardpoint,Vault,Optic Texas,Huke,16,34,53,2723,,Major 1,Online,LA Guerillas M8,250-221,1,W,,,0.78,0.47,,,463,386,1.24,1.25,1.09,1.20
Hardpoint,Vault,Optic Texas,Kenny,29,30,54,3675,,Major 1,Online,LA Guerillas M8,250-221,1,W,,,0.91,0.97,,,546,602,0.94,0.79,0.90,0.91
Hardpoint,Vault,Optic Texas,Shotzzy,32,29,45,3477,,Major 1,Online,LA Guerillas M8,250-221,1,W,,,0.98,1.10,,,673,534,1.32,1.14,1.20,1.26
Hardpoint,Vault,LA Guerillas M8,Kismet,35,30,125,4173,,Major 1,Online,Optic Texas,221-250,1,L,,,1.24,1.17,,,619,576,0.99,1.03,1.27,1.07
Hardpoint,Vault,LA Guerillas M8,lynz,36,28,48,3915,,Major 1,Online,Optic Texas,221-250,1,L,,,0.93,1.29,,,605,577,1.07,1.00,1.02,1.05
Hardpoint,Vault,LA Guerillas M8,Priestahh,32,32,32,4180,,Major 1,Online,Optic Texas,221-250,1,L,,,1.03,1.00,,,520,538,0.99,0.83,0.96,0.97
Hardpoint,Vault,LA Guerillas M8,Skyz,20,28,23,3288,,Major 1,Online,Optic Texas,221-250,1,L,,,0.99,0.71,,,514,518,0.97,0.91,1.06,0.99
Search & Destroy,Vault,Optic Texas,Dashy,12,4,,1644,1,Major 1,Online,LA Guerillas M8,6-4,2,W,10,,1.16,,3.00,,621,557,1.12,1.21,1.07,1.11
Search & Destroy,Vault,Optic Texas,Huke,3,8,,626,1,Major 1,Online,LA Guerillas M8,6-4,2,W,10,,0.78,,0.38,,463,386,1.24,1.25,1.09,1.20
Search & Destroy,Vault,Optic Texas,Kenny,8,6,,1012,1,Major 1,Online,LA Guerillas M8,6-4,2,W,10,,0.91,,1.33,,546,602,0.94,0.79,0.90,0.91
Search & Destroy,Vault,Optic Texas,Shotzzy,9,5,,1011,1,Major 1,Online,LA Guerillas M8,6-4,2,W,10,,0.98,,1.80,,673,534,1.32,1.14,1.20,1.26
